Key,Date,mmdd,DayOfTheWeek,Area,Distance,Timestamp,Tip,OrderAmount,TipPercent,Housing,GenderOfTipper,Cash/Credit_Tip,Cash/Credit_Order,PersonWhoDelivered,Area(text),Latitude,Longitude,month
322,42236,820,Thursday,1,3,0.536805556,2.35,14.65,16.0409556,Apartment,Male,Cash,Cash,Angel,North End,43.633105,-116.208304,Aug
323,42245,829,Saturday,3,3.2,0.535416667,0,12.273,0,Business,Male,-,Cash,Sammie,Garden City,43.633857,-116.24628,Aug
324,42218,802,Sunday,3,2.9,0.534722222,3.22,16.78,19.1895113,Business,Male,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Aug
325,42229,813,Thursday,3,2.3,0.534722222,2,22.59,8.853475,Apartment,Male,Credit,Credit,Angel,Garden City,43.633857,-116.24628,Aug
326,42218,802,Sunday,2,2.5,0.532638889,3,15.4,19.4805195,Apartment,Female,Credit,Credit,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
327,42211,726,Sunday,2,2.8,0.531944444,7.3,42.7,17.0960187,House,Male,Credit,Credit,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
328,42218,802,Sunday,1,2.9,0.531944444,5,17.82,28.0583614,Apartment,Male,Cash,Credit,Sammie,North End,43.633105,-116.208304,Aug
329,42224,808,Saturday,1,2,0.526388889,2,17.12,11.682243,House,Female,Credit,Credit,Sammie,North End,43.633105,-116.208304,Aug
330,42229,813,Thursday,3,1.4,0.526388889,3.23,16.77,19.2605844,House,Male,Cash,Cash,Sammie,Garden City,43.633857,-116.24628,Aug
331,42231,815,Saturday,3,2.2,0.526388889,4,22.07,18.1241504,House,Male,Credit,Credit,Sammie,Garden City,43.633857,-116.24628,Aug
332,42217,801,Saturday,3,1.6,0.525,3,16.24,18.4729064,House,Male,Credit,Credit,Angel,Garden City,43.633857,-116.24628,Aug
333,42209,724,Friday,3,2.6,0.523611111,3.5,21,16.6666667,Apartment,Male,Credit,Credit,Angel,Garden City,43.633857,-116.24628,Jul
334,42211,726,Sunday,3,2.2,0.523611111,5,24.04,20.7986689,House,Male,Credit,Credit,Angel,Garden City,43.633857,-116.24628,Jul
335,42224,808,Saturday,2,3.4,0.523611111,0,12.87,0,House,Female,-,Credit,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
336,42217,801,Saturday,3,2.9,0.522916667,6.56,28.44,23.0661041,Business,Male,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Aug
337,42217,801,Saturday,3,3.6,0.522222222,6,30.62,19.5950359,Business,Male,Credit,Credit,Angel,Garden City,43.633857,-116.24628,Aug
338,42224,808,Saturday,10,1.8,0.522222222,5,24.61,20.3169443,House,Male,Credit,Credit,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
339,42212,727,Monday,3,3.1,0.521527778,3.36,15.44,21.761658,Business,Male,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Jul
340,42227,811,Tuesday,3,2.9,0.521527778,5.23,14.73,35.5057705,Business,Female,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Aug
341,42245,829,Saturday,2,2.5,0.521527778,1,19.78,5.0556117,House,Male,Credit,Credit,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
342,42214,729,Wednesday,1,2.1,0.520833333,4,14.94,26.7737617,House,Male,Credit,Credit,Angel,North End,43.633105,-116.208304,Jul
343,42236,820,Thursday,3,2.1,0.520138889,3,21.55,13.9211137,Business,Male,Credit,Credit,Angel,Garden City,43.633857,-116.24628,Aug
344,42224,808,Saturday,6,0.8,0.518055556,0,0,0,Business,Female,-,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
345,42236,820,Thursday,6,1.1,0.515972222,0,11.86,0,House,Female,-,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
346,42217,801,Saturday,3,2.8,0.511805556,2.16,40.84,5.2889324,Apartment,Male,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Aug
347,42220,804,Tuesday,6,0.7,0.511805556,4.82,21.18,22.7573182,House,Female,Cash,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
348,42211,726,Sunday,3,2.6,0.508333333,4,28.98,13.8026225,House,Female,Cash,Credit,Angel,Garden City,43.633857,-116.24628,Jul
349,42212,727,Monday,3,2.2,0.508333333,0,22.59,0,Apartment,Female,-,Cash,Angel,Garden City,43.633857,-116.24628,Jul
350,42221,805,Wednesday,1,3.4,0.50625,4,11.48,34.8432056,House,Male,Credit,Credit,Angel,North End,43.633105,-116.208304,Aug
351,42252,905,Saturday,5,1,0.50625,4,26.31,15.2033447,Apartment,Male,Credit,Credit,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
352,42227,811,Tuesday,7,2.6,0.505555556,2,17.3,11.5606936,Business,Male,Credit,Credit,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
353,42224,808,Saturday,6,0.8,0.503472222,4.29,15.71,27.3074475,Business,Female,Cash,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
354,42252,905,Saturday,2,1.5,0.503472222,5,70.58,7.0841598,House,Female,Credit,Credit,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
355,42224,808,Saturday,9,0.7,0.502777778,4,12.27,32.599837,House,Male,Credit,Credit,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
356,42231,815,Saturday,7,3.1,0.502083333,4,28.44,14.0646976,House,Male,Credit,Credit,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Aug
357,42238,822,Saturday,6,0.4,0.501388889,2,18.25,10.9589041,House,Female,Credit,Credit,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
358,42227,811,Tuesday,3,3.2,0.5,2,21.28,9.3984962,Business,Male,Cash,Credit,Angel,Garden City,43.633857,-116.24628,Aug
359,42229,813,Thursday,2,1.4,0.5,2,14.65,13.6518771,Business,Male,Credit,Credit,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
360,42245,829,Saturday,3,3,0.497222222,0,21.37,0,Apartment,Female,-,Credit,Sammie,Garden City,43.633857,-116.24628,Aug
361,42252,905,Saturday,6,0.7,0.493055556,4,21,19.047619,Apartment,Male,Credit,Credit,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
362,42225,809,Sunday,1,1.9,0.490277778,4.28,15.72,27.2264631,House,Male,Cash,Cash,Angel,North End,43.633105,-116.208304,Aug
363,42227,811,Tuesday,3,2.9,0.489583333,3,22.08,13.5869565,House,Male,Credit,Credit,Angel,Garden City,43.633857,-116.24628,Aug
364,42229,813,Thursday,3,2.7,0.488888889,5,29.54,16.9262018,Business,Male,Credit,Credit,Sammie,Garden City,43.633857,-116.24628,Aug
365,42214,729,Wednesday,6,1.2,0.488194444,2.47,12.53,19.7126895,House,Female,Cash,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
366,42209,724,Friday,6,0.3,0.486805556,2,16.08,12.4378109,Apartment,Male,Credit,Credit,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
367,42218,802,Sunday,6,1.6,0.485416667,5,27.97,17.876296,House,Male,Credit,Credit,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
368,42252,905,Saturday,7,3.4,0.484027778,3.99,26.01,15.3402537,Apartment,Male,Cash,Cash,Angel,West of Gary/Glennwood,43.672328,-116.286124,Sep
369,42217,801,Saturday,1,4,0.483333333,5,21.91,22.8206298,House,Male,Credit,Credit,Angel,North End,43.633105,-116.208304,Aug
370,42218,802,Sunday,5,1.8,0.483333333,3,13.28,22.5903614,House,Male,Credit,Credit,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
371,42224,808,Saturday,7,2.9,0.482638889,11.32,66.68,16.9766047,Business,Male,Cash,Cash,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
372,42225,809,Sunday,5,0.9,0.482638889,3,18.9,15.8730159,House,Male,Cash,Credit,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
373,42227,811,Tuesday,9,0.7,0.480555556,0,9.33,0,Apartment,Male,-,Cash,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
374,42209,724,Friday,5,1.5,0.479166667,3,21.43,13.9990667,House,Male,Credit,Credit,Angel,28th - Collister (North of State),43.648076,-116.23413,Jul
375,42212,727,Monday,9,0.7,0.476388889,3.82,17.18,22.2351572,House,Male,Cash,Cash,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Jul
376,42214,729,Wednesday,3,2.6,0.474305556,4,18.9,21.1640212,Business,Female,Credit,Credit,Angel,Garden City,43.633857,-116.24628,Jul
377,42229,813,Thursday,9,0.2,0.474305556,3,14.65,20.4778157,Business,Female,Credit,Credit,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
378,42218,802,Sunday,9,0.4,0.473611111,2.17,8.83,24.5753114,Apartment,Female,Cash,Cash,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
379,42218,802,Sunday,7,2.3,0.470833333,3.22,36.78,8.754758,Apartment,Male,Credit,Credit,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
380,42218,802,Sunday,3,2.2,0.470138889,3.25,19.75,16.4556962,House,Male,Cash,Cash,Sammie,Garden City,43.633857,-116.24628,Aug
381,42217,801,Saturday,9,2.1,0.465277778,1.58,18.42,8.577633,House,Female,Cash,Cash,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
382,42221,805,Wednesday,9,1.1,0.4625,1,9.89,10.1112235,Apartment,Female,Credit,Credit,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
383,42214,729,Wednesday,1,3,0.458333333,3,32.89,9.1213135,House,Female,Credit,Credit,Angel,North End,43.633105,-116.208304,Jul
384,42224,808,Saturday,6,1.3,0.458333333,5,35.8,13.9664804,House,Female,Cash,Credit,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
385,42221,805,Wednesday,3,2.2,0.457638889,3,23.48,12.7768313,Business,Male,Cash,Credit,Angel,Garden City,43.633857,-116.24628,Aug
386,42211,726,Sunday,1,2.9,0.45625,5.29,21.71,24.3666513,House,Male,Credit,Credit,Angel,North End,43.633105,-116.208304,Jul
387,42212,727,Monday,9,2,0.445138889,3,10.95,27.3972603,House,Male,Credit,Credit,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Jul
388,42211,726,Sunday,9,0.075,0.444444444,3,15.44,19.4300518,Apartment,Male,Credit,Credit,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Jul
389,42218,802,Sunday,1,3.9,0.443055556,2,24.45,8.1799591,Apartment,Male,Credit,Credit,Angel,North End,43.633105,-116.208304,Aug
390,42221,805,Wednesday,5,0.8,0.4375,6,27.35,21.9378428,House,Female,Credit,Credit,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
391,42245,829,Saturday,7,3.6,0.070138889,4,23.48,17.0357751,House,Female,Credit,Credit,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
392,42245,829,Saturday,7,2.5,0.05,3,20.57,14.5843461,House,Male,Cash,Cash,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
393,42245,829,Saturday,3,2.5,0.047916667,5,21.36,23.4082397,House,Male,Cash,Credit,Angel,Garden City,43.633857,-116.24628,Aug
394,42217,801,Saturday,9,0.3,0.022916667,1.11,9.89,11.223458,Apartment,Male,Credit,Credit,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
395,42245,829,Saturday,5,1.2,0.01875,2.35,14.65,16.0409556,Apartment,Male,Credit,Credit,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
396,42287,1010,Saturday,3,2.1,0.017361111,0.99,14.01,7.0663812,Apartment,Male,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Oct
397,42245,829,Saturday,4,4.2,0.014583333,5,20.78,24.0615977,House,Male,Credit,Credit,Angel,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Aug
398,42267,920,Sunday,2,2.9,0.009027778,5,11.86,42.158516,Hotel,Male,Credit,Credit,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
399,42244,828,Friday,2,2.4,0.006944444,2,18.26,10.9529025,House,Female,Credit,Credit,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
400,42265,918,Friday,1,3,0.00625,0,23.48,0,House,Female,-,Credit,Angel,North End,43.633105,-116.208304,Sep
401,42217,801,Saturday,4,3,0.004166667,5,22.64,22.0848057,Apartment,Male,Credit,Credit,Sammie,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Aug
402,42245,829,Saturday,2,2.1,0.002083333,3.22,16.78,19.1895113,Apartment,Female,Cash,Cash,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
403,42245,829,Saturday,2,3.2,0.002083333,2.35,14.65,16.0409556,Hotel,Male,Cash,Cash,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
404,42267,920,Sunday,3,3.1,0,4.28,15.72,27.2264631,Hotel,Male,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Sep
405,42307,1030,Friday,7,3.5,6,6,15.4,38.961039,Apartment,Male,Credit,Credit,Angel,West of Gary/Glennwood,43.672328,-116.286124,Oct
406,42307,1030,Friday,3,2.3,5,5,15.18,32.9380764,Apartment,Male,Credit,Credit,Angel,Garden City,43.633857,-116.24628,Oct
407,42307,1030,Friday,3,3.3,4.73,4.23,40.77,10.3752759,Apartment,Male,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Oct
408,42307,1030,Friday,6,1,3.85,3.35,14.65,22.8668942,House,Male,Cash,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Oct
409,42307,1030,Friday,5,2.5,3,3,17.82,16.8350168,House,Male,Credit,Credit,Angel,28th - Collister (North of State),43.648076,-116.23413,Oct
410,42307,1030,Friday,7,2.9,2.67,2.17,17.83,12.1704992,Apartment,Female,Cash,Cash,Angel,West of Gary/Glennwood,43.672328,-116.286124,Oct
411,42287,1010,Saturday,7,2.9,0.997222222,5.69,19.31,29.4665976,House,Male,Cash,Cash,Angel,West of Gary/Glennwood,43.672328,-116.286124,Oct
412,42293,1016,Friday,7,3.2,0.997222222,3,16.78,17.8784267,Business,Female,Credit,Credit,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Oct
413,42286,1009,Friday,10,3.8,0.994444444,6,17.9,33.5195531,House,Male,Credit,Credit,Angel,Bogus Basin - Brumback Hills,43.654203,-116.190788,Oct
414,42272,925,Friday,5,0.9,0.99375,0,13.95,0,House,Male,-,Cash,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
415,42225,809,Sunday,6,0.3,0.991666667,9.72,20.28,47.9289941,Apartment,Male,Cash,Cash,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
416,42286,1009,Friday,1,3.8,0.991666667,2,11.48,17.4216028,Apartment,Male,Credit,Credit,Angel,North End,43.633105,-116.208304,Oct
417,42244,828,Friday,2,2.5,0.990972222,1,17.18,5.8207218,House,Male,Cash,Credit,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
418,42267,920,Sunday,5,0.9,0.990972222,3.75,16.25,23.0769231,House,Female,Cash,Cash,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
419,42287,1010,Saturday,6,1.3,0.989583333,25,25.65,97.4658869,House,Male,Cash,Credit,Angel,Collister - Gary (North of State),43.666573,-116.263356,Oct
420,42233,817,Monday,3,2.2,0.985416667,3,15.27,19.6463654,Apartment,Male,Credit,Credit,Sammie,Garden City,43.633857,-116.24628,Aug
421,42239,823,Sunday,3,3.2,0.984722222,1,15.71,6.3653724,Apartment,Male,Credit,Credit,Sammie,Garden City,43.633857,-116.24628,Aug
422,42272,925,Friday,7,3,0.982638889,4.44,35.56,12.4859393,House,Male,Cash,Cash,Angel,West of Gary/Glennwood,43.672328,-116.286124,Sep
423,42244,828,Friday,6,1.2,0.981944444,0,14.65,0,House,Female,-,Credit,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
424,42265,918,Friday,7,2.9,0.98125,2,29.47,6.7865626,House,Male,Credit,Credit,Angel,West of Gary/Glennwood,43.672328,-116.286124,Sep
425,42232,816,Sunday,1,1.6,0.980555556,4,20.46,19.5503421,House,Male,Credit,Credit,Sammie,North End,43.633105,-116.208304,Aug
426,42273,926,Saturday,6,1.3,0.980555556,5,17.3,28.9017341,House,Male,Cash,Credit,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
427,42265,918,Friday,9,0.0708333,0.979861111,5,18.9,26.4550265,Apartment,Male,Credit,Credit,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Sep
428,42274,927,Sunday,5,2.3,0.979861111,4.61,19.39,23.7751418,Apartment,Male,Cash,Cash,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
429,42217,801,Saturday,9,0.6,0.977777778,4,34.1,11.7302053,Apartment,Female,Credit,Credit,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
430,42245,829,Saturday,9,0.4,0.977777778,5,24.92,20.0642055,Apartment,Male,Credit,Credit,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
431,42244,828,Friday,9,0.7,0.977083333,0,17.18,0,Apartment,Female,-,Credit,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
432,42265,918,Friday,5,0.9,0.977083333,1.1,18.9,5.8201058,Business,Female,Cash,Cash,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
433,42225,809,Sunday,6,0.2,0.976388889,0.4,25.6,1.5625,Apartment,Female,Cash,Cash,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
434,42286,1009,Friday,6,2.7,0.976388889,3,15.18,19.7628458,House,Male,Credit,Credit,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Oct
435,42307,1030,Friday,6,2.8,0.976388889,2,14.65,13.6518771,House,Male,Credit,Credit,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Oct
436,42294,1017,Saturday,5,0.8,0.975,5,21.39,23.3754091,House,Female,Credit,Credit,Angel,28th - Collister (North of State),43.648076,-116.23413,Oct
437,42254,907,Monday,6,0.3,0.973611111,3.78,24.22,15.6069364,Apartment,Male,Cash,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
438,42216,731,Friday,6,0.8,0.972916667,5,22.39,22.3313979,Apartment,Male,Cash,Cash,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Jul
439,42293,1016,Friday,7,3.5,0.972222222,5,15.4,32.4675325,Apartment,Female,Credit,Credit,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Oct
440,42213,728,Tuesday,1,4.1,0.970138889,2,14.65,13.6518771,House,Male,Credit,Credit,Angel,North End,43.633105,-116.208304,Jul
441,42251,904,Friday,1,3.1,0.970138889,3,21.28,14.0977444,Apartment,Male,Credit,Credit,Sammie,North End,43.633105,-116.208304,Sep
442,42265,918,Friday,5,1.2,0.970138889,2.28,15.72,14.5038168,House,Female,Cash,Cash,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
443,42239,823,Sunday,9,0.0765,0.969444444,0,22.61,0,Apartment,Male,-,Credit,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
444,42254,907,Monday,2,2.5,0.969444444,7,0,0,Apartment,Male,Cash,-,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
445,42286,1009,Friday,10,3.9,0.96875,4,23.18,17.2562554,House,Female,Cash,Credit,Angel,Bogus Basin - Brumback Hills,43.654203,-116.190788,Oct
446,42204,719,Sunday,1,3.8,0.968055556,3,15.71,19.0961171,Apartment,Female,Credit,Credit,Angel,North End,43.633105,-116.208304,Jul
447,42230,814,Friday,6,2.6,0.968055556,3,12.54,23.923445,House,Female,Credit,Credit,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
448,42259,912,Saturday,6,2,0.968055556,1,24.2,4.1322314,House,Female,Credit,Credit,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
449,42274,927,Sunday,2,1.4,0.967361111,3.94,13.06,30.1684533,Apartment,Male,Cash,Cash,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
450,42287,1010,Saturday,3,3.1,0.966666667,5.69,26.31,21.6267579,Hotel,Male,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Oct
451,42204,719,Sunday,1,3,0.965972222,4,20.28,19.7238659,Apartment,Female,Credit,Credit,Angel,North End,43.633105,-116.208304,Jul
452,42274,927,Sunday,2,3,0.965972222,2,13.33,15.0037509,Business,Male,Credit,Credit,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
453,42232,816,Sunday,1,3.1,0.964583333,4.48,17.52,25.5707763,House,Female,Cash,Cash,Angel,North End,43.633105,-116.208304,Aug
454,42251,904,Friday,5,0.5,0.963888889,1.48,25.52,5.799373,Business,Female,Cash,Cash,Sammie,28th - Collister (North of State),43.648076,-116.23413,Sep
455,42272,925,Friday,1,3.5,0.963888889,4,19.54,20.4708291,Apartment,Male,Credit,Credit,Angel,North End,43.633105,-116.208304,Sep
456,42258,911,Friday,1,3.1,0.9625,5,21.64,23.1053604,Apartment,Male,Credit,Credit,Sammie,North End,43.633105,-116.208304,Sep
457,42232,816,Sunday,3,2.1,0.961805556,0,20.59,0,Apartment,Male,-,Cash,Sammie,Garden City,43.633857,-116.24628,Aug
458,42244,828,Friday,2,2.4,0.961805556,2.44,17.56,13.8952164,House,Male,Cash,Cash,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
459,42273,926,Saturday,1,2.7,0.961805556,3,18.9,15.8730159,House,Male,Credit,Credit,Sammie,North End,43.633105,-116.208304,Sep
460,42293,1016,Friday,7,3.1,0.961805556,3.52,16.48,21.3592233,House,Male,Cash,Cash,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Oct
461,42253,906,Sunday,9,0.4,0.960416667,6,19.41,30.9119011,Apartment,Male,Credit,Credit,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Sep
462,42267,920,Sunday,1,4,0.959027778,2,27.37,7.3072707,Apartment,Male,Credit,Credit,Angel,North End,43.633105,-116.208304,Sep
463,42245,829,Saturday,6,1.3,0.956944444,3,18.37,16.3309744,House,Male,Cash,Credit,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
464,42254,907,Monday,5,0.5,0.95625,3.52,11.48,30.6620209,Business,Female,Cash,Cash,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
465,42294,1017,Saturday,3,3.3,0.954861111,3.92,16.08,24.3781095,House,Male,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Oct
466,42225,809,Sunday,3,2.2,0.953472222,2.87,22.13,12.9688206,Apartment,Male,Cash,Cash,Sammie,Garden City,43.633857,-116.24628,Aug
467,42272,925,Friday,3,2.2,0.953472222,2.33,32.67,7.1319253,Apartment,Female,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Sep
468,42230,814,Friday,3,2.8,0.952777778,5,24.72,20.2265372,Business,Male,Credit,Credit,Sammie,Garden City,43.633857,-116.24628,Aug
469,42233,817,Monday,2,3.3,0.952777778,2,25.59,7.815553,Hotel,Male,Credit,Credit,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
470,42261,914,Monday,7,3.1,0.952083333,2.29,15.71,14.5767027,House,Male,Cash,Cash,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Sep
471,42286,1009,Friday,5,1.4,0.951388889,4.52,23.48,19.2504259,House,Female,Cash,Cash,Angel,28th - Collister (North of State),43.648076,-116.23413,Oct
472,42307,1030,Friday,3,3.2,0.951388889,1,16.24,6.1576355,Business,Female,Credit,Credit,Sammie,Garden City,43.633857,-116.24628,Oct
473,42233,817,Monday,2,3.3,0.950694444,2,30.16,6.6312997,Hotel,Male,Credit,Credit,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
474,42204,719,Sunday,9,2.4,0.949305556,4.04,21.96,18.3970856,Apartment,Male,Cash,Cash,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Jul
475,42259,912,Saturday,6,2.1,0.947916667,5,23.66,21.1327134,House,Female,Credit,Credit,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
476,42232,816,Sunday,3,3.1,0.946527778,2,15.71,12.7307447,House,Female,Credit,Credit,Angel,Garden City,43.633857,-116.24628,Aug
477,42232,816,Sunday,9,0.0789,0.946527778,5.54,24.46,22.6492232,Apartment,Male,Cash,Cash,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
478,42274,927,Sunday,3,2.7,0.946527778,2.23,52.77,4.2258859,House,Female,Cash,Cash,Angel,Garden City,43.633857,-116.24628,Sep
479,42286,1009,Friday,1,3.6,0.945833333,6,24.59,24.4001627,House,Male,Credit,Credit,Sammie,North End,43.633105,-116.208304,Oct
480,42217,801,Saturday,6,1.1,0.944444444,5,24.01,20.8246564,House,Male,Credit,Credit,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
481,42273,926,Saturday,6,1.3,0.944444444,2,15.27,13.0975769,House,Male,Cash,Cash,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
482,42286,1009,Friday,9,0.4,0.944444444,2.1,18.9,11.1111111,Apartment,Male,Cash,Cash,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Oct
483,42216,731,Friday,2,2.2,0.943055556,2,10.41,19.2122959,House,Female,Credit,Credit,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
484,42259,912,Saturday,9,0.4,0.943055556,5,24.19,20.6696982,Apartment,Male,Credit,Credit,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Sep
485,42251,904,Friday,1,1.7,0.942361111,3.35,14.65,22.8668942,Business,Female,Cash,Cash,Sammie,North End,43.633105,-116.208304,Sep
486,42210,725,Saturday,1,1,0.940972222,0,22.87,0,House,Female,-,Cash,Sammie,North End,43.633105,-116.208304,Jul
487,42265,918,Friday,6,0.3,0.940277778,2.17,20.83,10.4176668,Apartment,Male,Cash,Cash,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
488,42265,918,Friday,7,2.3,0.939583333,5,34.03,14.692918,House,Male,Credit,Credit,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Sep
489,42267,920,Sunday,9,0.2,0.939583333,0,17.16,0,Apartment,Male,-,Cash,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Sep
490,42287,1010,Saturday,2,3.5,0.939583333,1.69,17.31,9.7631427,Hotel,Male,Cash,Cash,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
491,42233,817,Monday,9,0.5,0.938888889,3,37.1,8.0862534,Apartment,Female,Credit,Credit,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
492,42232,816,Sunday,6,1,0.938194444,7,36.37,19.2466318,House,Female,Credit,Credit,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
493,42233,817,Monday,7,3,0.938194444,5,17.17,29.1205591,Apartment,Male,Credit,Credit,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Aug
494,42239,823,Sunday,7,3.9,0.9375,2.69,17.31,15.5401502,Apartment,Male,Cash,Cash,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Aug
495,42254,907,Monday,1,3.1,0.9375,3,25.86,11.6009281,House,Male,Credit,Credit,Angel,North End,43.633105,-116.208304,Sep
496,42261,914,Monday,9,0.5,0.9375,3,13.95,21.5053763,Apartment,Female,Credit,Credit,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Sep
